TRAFICO INTERNACIONAL CON RELACION A CHILE;;;;;;;;;;;;
TRAFICO POR OPERADOR POR PARES DE CIUDADES;;;;;;;;;;;;
PASAJEROS LLEGADOS A CHILE;;;;;;;;;;;;
;;;;;;;;;;;;
OPERADOR;LLEGAN:;DESDE:;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014
 ; ;A NUEVA YORK      ;44.272;43.625;33.050;17.795;11.295;15.351;30.156;28.637;33.713;44.111
 ; ;A ORLANDO, US.    ;0;0;0;0;0;0;0;1.812;1.079;0
 ; ;A FRANKFURT       ;13.380;16.010;16.863;21.746;14.653;24.873;15.176;14.952;8.262;16.355
 ; ;A MADRID          ;44.726;40.579;42.560;44.747;45.599;41.882;35.523;27.546;24.120;28.741
 ; ;A PARIS           ;0;0;0;0;0;1.459;2.424;0;0;0
 ; ;A LONDRES         ;272;0;0;0;0;0;0;0;0;0
 ; ;A JOHANNESBURG    ;0;0;0;0;0;345;0;0;0;0
 ; ;A SYDNEY          ;8.047;11.112;17.963;23.270;20.941;20.946;17.249;14.854;12.542;15.999
 ; ;A AUCKLAND N.Z.   ;1.226;2.518;2.039;2.135;2.908;3.100;2.317;1.931;3.567;5.118
 ; ;A PAPEETE         ;1.615;2.440;2.631;2.224;2.184;2.318;906;1;2;0
 ;DE ARICA;A LA PAZ          ;1;0;0;0;0;0;0;0;0;0
 ;DE IQUIQUE;A LIMA            ;0;0;0;0;9;3;0;0;0;0
 ; ;A LA PAZ          ;9;7;43;52;35;79;64;48;28;33
 ; ;A SANTA CRUZ, BOL.;0;14;39;86;83;120;147;179;140;132
 ; ;A QUITO           ;0;4;0;0;0;0;0;0;0;0
 ; ;A CARACAS         ;0;873;954;0;0;0;0;0;0;0
 ; ;A TORONTO         ;182;0;0;0;0;0;0;0;0;0
 ; ;A INDIANAPOLIS    ;962;0;0;0;0;0;0;0;0;0
 ; ;A MIAMI           ;185;563;4;0;0;0;0;0;0;0
 ;DE ISLA DE PASCUA;A PAPEETE         ;28;98;24;9;30;0;423;632;394;387
 ;DE PUNTA ARENAS;A USHUAIA, ARG.   ;1;1;0;0;0;0;0;0;0;0
 ; ;A MOUNT PLEASANT  ;0;0;0;0;0;0;6;0;7;0
 ; ;A PTO.STANLEY     ;104;94;107;104;106;142;129;120;20;34
TOTAL;INTERNACIONAL DE;LAN AIRLINES         ;306.080;292.889;309.039;293.947;286.319;311.548;318.607;337.377;344.433;356.771
LAN EXPRESS       ;DE SANTIAGO;A BUENOS AIRES    ;0;0;0;0;0;0;0;167;0;0
 ; ;A LIMA            ;0;0;0;0;0;0;0;179;0;0
 ; ;A RIO DE JANEIRO  ;1.917;3.659;3.779;6.175;6.007;6.093;4.993;7;0;0
 ; ;A SAO PAULO       ;8.775;7.173;7.365;6.336;6.060;5.653;4.260;15;0;0
 ;DE IQUIQUE;A MENDOZA         ;0;0;0;0;1;0;0;0;0;0
 ;DE PUNTA ARENAS;A MENDOZA         ;0;0;0;0;0;9;0;0;0;0
TOTAL;INTERNACIONAL DE;LAN EXPRESS       ;10.692;10.832;11.144;12.511;12.068;11.755;9.253;368;0;0
SKY AIRLINE       ;DE SANTIAGO;A BUENOS AIRES    ;0;0;0;0;0;0;0;223;436;343
 ; ;A AREQUIPA        ;0;0;0;0;6;0;0;0;0;0
 ; ;A LIMA            ;0;0;0;0;0;0;0;102;193;327
 ; ;A LA PAZ          ;0;0;0;0;96;33;0;277;428;561
 ; ;A SAO PAULO       ;0;0;0;0;0;0;0;0;0;370
 ; ;A MONTEVIDEO      ;0;0;0;573;109;0;0;0;0;0
 ;DE ARICA;A LA PAZ          ;0;0;0;0;1;0;0;0;0;0
 ;DE ANTOFAGASTA;A LA PAZ          ;0;0;0;0;1;3;0;0;0;0
 ;DE ARICA;A LA PAZ          ;0;0;0;0;0;0;0;0;0;3
TOTAL;INTERNACIONAL DE;SKY AIRLINE       ;0;0;0;573;213;36;0;602;1.057;1.604
TOTALES;LINEAS AEREAS;CHILENAS          ;442.621;446.676;514.962;490.725;395.520;459.249;465.353;519.577;503.342;530.886
AEROL. ARGENTINAS ;DE SANTIAGO;A BUENOS AIRES    ;536;851;359;265;267;208;135;111;192;78
TOTAL;INTERNACIONAL DE;AEROL. ARGENTINAS ;536;851;359;265;267;208;135;111;192;78
AUSTRAL           ;DE SANTIAGO;A BUENOS AIRES    ;0;25;5;5;0;0;0;24;103;226
 ; ;A MENDOZA         ;0;0;0;0;0;0;0;1;0;0
TOTAL;INTERNACIONAL DE;AUSTRAL           ;0;25;5;5;0;0;0;25;103;226
LAN ARGENTINA     ;DE SANTIAGO;A BUENOS AIRES    ;0;88;366;19;26;8;3;35;16;10
 ; ;A CORDOBA         ;0;0;0;0;0;29;0;0;0;0
TOTAL;INTERNACIONAL DE;LAN ARGENTINA     ;0;88;366;19;26;37;3;35;16;10
CIELOS DEL PERU   ;DE SANTIAGO;A BUENOS AIRES    ;0;0;65;0;0;0;0;0;0;0
 ; ;A LIMA            ;0;34;0;0;0;0;0;0;0;0
 ; ;A MIAMI           ;72.215;49.699;83.977;95.465;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;CIELOS DEL PERU   ;72.215;49.733;84.042;95.465;0;0;0;0;0;0
LAN PERU          ;DE SANTIAGO;A BUENOS AIRES    ;0;0;1.103;2.461;3.078;1.953;0;0;0;0
 ; ;A LIMA            ;4.322;406;21;1;370;15;79;110;285;740
 ; ;A LOS ANGELES     ;15.768;3.759;0;0;0;0;0;0;0;0
 ; ;A MIAMI           ;377;0;0;0;0;0;0;0;0;0
 ; ;A NUEVA YORK      ;1.009;0;0;0;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;LAN PERU          ;21.476;4.165;1.124;2.462;3.448;1.968;79;110;285;740
TACA-PERU         ;DE SANTIAGO;A LIMA            ;0;344;179;512;456;518;602;572;0;0
 ; ;A GUAYAQUIL       ;0;23;16;38;32;18;2;0;0;0
 ; ;A QUITO           ;0;33;7;38;35;21;2;0;0;0
 ; ;A BOGOTA          ;0;27;17;51;37;20;6;0;0;0
 ; ;A CARACAS         ;0;27;24;47;43;20;2;0;0;0
 ; ;A SAN JOSE, C.R.  ;0;801;318;1.364;1.107;1.338;1.510;1.502;0;0
 ; ;A LA HAVANA       ;0;0;0;0;0;38;0;0;0;0
 ; ;A SANTO DOMINGO   ;0;0;0;0;0;1;0;0;0;0
 ; ;A C. DE MEXICO    ;0;0;0;0;6;3;0;0;0;0
TOTAL;INTERNACIONAL DE;TACA-PERU         ;0;1.255;561;2.050;1.716;1.977;2.124;2.074;0;0
LLOYD A. BOLIVIANO;DE SANTIAGO;A BUENOS AIRES    ;0;12;0;0;0;0;0;0;0;0
 ; ;A CORDOBA         ;0;23;9;0;0;0;0;0;0;0
 ; ;A COCHABAMBA      ;0;15;8;0;0;0;0;0;0;0
 ; ;A LA PAZ          ;0;48;0;0;0;0;0;0;0;0
 ; ;A SANTA CRUZ, BOL.;1.351;527;76;0;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;LLOYD A. BOLIVIANO;1.351;625;93;0;0;0;0;0;0;0
GOL TRANS         ;DE SANTIAGO;A BUENOS AIRES    ;0;70;227;115;188;215;105;52;0;0
 ; ;A LIMA            ;0;0;179;313;104;0;0;0;0;0
 ; ;A PORTO ALEGRE    ;0;0;0;5;3;0;27;6;0;0
 ; ;A RIO DE JANEIRO  ;0;4;40;27;17;27;30;2;0;0
 ; ;A SAO PAULO       ;0;131;207;58;273;209;111;161;0;0
TOTAL;INTERNACIONAL DE;GOL TRANS         ;0;205;653;518;585;451;273;221;0;0
T.A.M. LINEAS AEREAS;DE SANTIAGO;A BRASILIA        ;0;0;86;0;0;0;0;0;0;0
 ; ;A RIO DE JANEIRO  ;0;0;20;0;0;0;0;0;0;0
 ; ;A SAO PAULO       ;562;5.461;8.369;12.044;15.744;15.217;15.002;12.184;0;0
 ; ;A ASUNCION        ;0;0;0;0;0;0;32;0;0;0
TOTAL;INTERNACIONAL DE;T.A.M. LINEAS AEREAS;562;5.461;8.475;12.044;15.744;15.217;15.034;12.184;0;0
VARIG             ;DE SANTIAGO;A LIMA            ;6;0;0;0;0;0;0;0;0;0
 ; ;A RIO DE JANEIRO  ;185;30;0;0;0;0;0;0;0;0
 ; ;A SALVADOR BAHIA  ;9;0;0;0;0;0;0;0;0;0
 ; ;A SAO PAULO       ;14.608;2.290;0;0;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;VARIG             ;14.808;2.320;0;0;0;0;0;0;0;0
VARIG LOG SA      ;DE SANTIAGO;A SAO PAULO       ;0;0;1.364;1.533;945;0;0;0;0;0
 ; ;A GUAYAQUIL       ;0;0;37;0;0;0;0;0;0;0
 ; ;A LOS ANGELES     ;0;4.500;5.282;0;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;VARIG LOG SA      ;0;4.500;6.683;1.533;945;0;0;0;0;0
VRG LINHAS AEREAS ;DE SANTIAGO;A RIO DE JANEIRO  ;0;0;0;16;29;0;0;0;0;0
 ; ;A SAO PAULO       ;0;0;195;369;39;0;0;0;0;0
TOTAL;INTERNACIONAL DE;VRG LINHAS AEREAS ;0;0;195;385;68;0;0;0;0;0
T.A.M.            ;DE SANTIAGO;A ASUNCION        ;325;382;264;414;369;507;437;262;0;0
 ; ;A CIUDAD DEL ESTE ;0;0;0;67;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;T.A.M.            ;325;382;264;481;369;507;437;262;0;0
PLUNA             ;DE SANTIAGO;A FLORIANAPOLIS   ;0;0;142;0;0;0;0;0;0;0
 ; ;A RIO DE JANEIRO  ;0;0;53;0;0;0;0;0;0;0
 ; ;A SALVADOR BAHIA  ;0;0;52;0;0;0;0;0;0;0
 ; ;A SAO PAULO       ;0;0;5;0;0;0;0;0;0;0
 ; ;A ASUNCION        ;0;0;0;0;4;2;0;0;0;0
 ; ;A MONTEVIDEO      ;958;489;572;204;62;196;11;8;0;0
 ; ;A PTA. DEL ESTE   ;0;0;45;0;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;PLUNA             ;958;489;869;204;66;198;11;8;0;0
LAN ECUADOR       ;DE SANTIAGO;A BUENOS AIRES    ;0;12;3;0;56;8;7;0;0;1
 ; ;A GUAYAQUIL       ;569;461;261;72;62;179;360;320;305;71
 ; ;A QUITO           ;250;567;705;508;365;462;641;79;116;227
 ; ;A MIAMI           ;3.663;4.675;1.938;0;0;0;0;0;0;0
 ;DE IQUIQUE;A GUAYAQUIL       ;0;0;21;0;0;0;0;0;0;0
 ; ;A QUITO           ;60;2;0;0;0;0;0;0;0;0
 ; ;A MIAMI           ;76;0;92;0;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;LAN ECUADOR       ;4.618;5.717;3.020;580;483;649;1.008;399;421;299
AVIANCA           ;DE SANTIAGO;A BOGOTA          ;5.036;5.354;6.890;6.444;7.593;4.797;5.929;13.242;15.912;15.359
TOTAL;INTERNACIONAL DE;AVIANCA           ;5.036;5.354;6.890;6.444;7.593;4.797;5.929;13.242;15.912;15.359
LAN COLOMBIA      ;DE SANTIAGO;A BOGOTA          ;0;0;0;0;0;0;0;0;4.487;15.480
TOTAL;INTERNACIONAL DE;LAN COLOMBIA      ;0;0;0;0;0;0;0;0;4.487;15.480
LANCO (CARGA)     ;DE SANTIAGO;A QUITO           ;0;0;0;0;0;0;699;180;0;8
 ; ;A BOGOTA          ;0;0;0;0;0;0;1.740;502;509;1.036
 ; ;A MIAMI           ;0;0;0;0;0;0;71;0;0;6
 ;DE IQUIQUE;A BOGOTA          ;0;0;0;0;0;0;39;0;28;0
TOTAL;INTERNACIONAL DE;LANCO (CARGA)     ;0;0;0;0;0;0;2.549;682;537;1.050
TAMPA             ;DE SANTIAGO;A BOGOTA          ;629;617;6;0;0;0;0;0;0;0
 ; ;A MEDELLIN        ;7.262;11.511;3.564;0;0;0;0;0;0;0
 ; ;A MIAMI           ;0;0;761;0;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;TAMPA             ;7.891;12.128;4.331;0;0;0;0;0;0;0
L.A.C.S.A.        ;DE SANTIAGO;A LIMA            ;212;31;303;14;38;55;116;74;718;1.264
 ; ;A GUAYAQUIL       ;14;3;55;0;0;0;0;0;0;0
 ; ;A QUITO           ;30;4;32;0;0;0;0;0;0;0
 ; ;A BOGOTA          ;39;2;30;0;0;0;0;0;0;26
 ; ;A CARACAS         ;41;3;50;0;0;0;0;0;0;0
 ; ;A SAN JOSE, C.R.  ;1.314;98;1.022;0;0;0;0;0;1.786;156
 ; ;A SAN SALVADOR    ;188;0;0;0;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;L.A.C.S.A.        ;1.838;141;1.492;14;38;55;116;74;2.504;1.446
C.O.P.A.          ;DE SANTIAGO;A LIMA            ;0;0;0;0;1;0;0;1;0;0
 ; ;A GUAYAQUIL       ;13;0;0;0;0;0;0;0;0;0
 ; ;A LA HAVANA       ;7;3;0;0;0;0;0;0;0;0
 ; ;A C.DE PANAMA     ;1.245;718;1.032;922;1.673;1.597;1.366;567;176;431
TOTAL;INTERNACIONAL DE;C.O.P.A.          ;1.265;721;1.032;922;1.674;1.597;1.366;568;176;431
AEROMEXICO        ;DE SANTIAGO;A LIMA            ;7;0;19;0;0;0;0;0;0;0
 ; ;A C. DE MEXICO    ;13.502;8.841;9.288;5.273;6.176;6.938;8.716;12.727;7.996;16.137
 ; ;A CANCUN, MEX.    ;0;0;0;43;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;AEROMEXICO        ;13.509;8.841;9.307;5.316;6.176;6.938;8.716;12.727;7.996;16.137
TOTALES;LINEAS AEREAS;LATINOAMERICANAS  ;146.388;103.001;129.761;128.707;39.198;34.599;37.780;42.722;32.629;51.256
AIR CANADA        ;DE SANTIAGO;A BUENOS AIRES    ;238;377;368;763;246;1.283;1.353;1.328;1.758;1.510
 ; ;A TORONTO         ;13.171;11.054;12.257;10.215;11.585;15.162;18.427;18.098;18.882;21.100
 ; ;A MIAMI           ;0;0;0;0;0;0;0;0;0;171
TOTAL;INTERNACIONAL DE;AIR CANADA        ;13.409;11.431;12.625;10.978;11.831;16.445;19.780;19.426;20.640;22.781
AMERICAN AIRLINES ;DE SANTIAGO;A DALLAS, US.     ;28.807;24.274;20.444;18.598;13.630;17.323;14.671;26.943;26.178;31.221
 ; ;A LOS ANGELES     ;0;0;0;0;89;0;0;0;0;0
 ; ;A MIAMI           ;32.152;27.945;32.546;30.325;28.827;24.795;31.996;33.150;35.967;33.699
TOTAL;INTERNACIONAL DE;AMERICAN AIRLINES ;60.959;52.219;52.990;48.923;42.546;42.118;46.667;60.093;62.145;64.920
ARROW CARGO       ;DE SANTIAGO;A LIMA            ;0;116;0;0;0;0;0;0;0;0
 ; ;A MIAMI           ;0;10.347;22.123;28.915;29.995;5.871;0;0;0;0
TOTAL;INTERNACIONAL DE;ARROW CARGO       ;0;10.463;22.123;28.915;29.995;5.871;0;0;0;0
ATLAS AIR INC.    ;DE SANTIAGO;A LIMA            ;0;0;0;0;318;172;1;0;97;0
 ; ;A RIO DE JANEIRO  ;0;0;0;282;0;0;0;0;0;0
 ; ;A C.DE PANAMA     ;0;0;0;479;0;0;0;0;0;0
 ; ;A LOS ANGELES     ;0;0;0;0;0;0;0;4.768;2.519;0
 ; ;A LOS ANGELES, US.;0;0;0;0;0;0;0;0;0;1.062
 ; ;A MIAMI           ;21.951;9.236;31.676;27.527;66.248;61.889;74.849;121.166;150.259;137.729
 ; ;A ORLANDO, US.    ;0;0;0;0;10;0;0;0;0;0
 ; ;A FRANKFURT       ;0;0;0;0;1.398;0;0;0;0;0
 ; ;A AMSTERDAM       ;0;1.269;0;0;0;0;0;0;0;0
 ; ;A CABO VERDE      ;0;0;0;0;0;0;0;0;0;749
 ; ;A MELBOURNE       ;0;0;0;0;0;0;0;0;883;0
 ;DE IQUIQUE;A MIAMI           ;2.220;3.449;6.085;7.294;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;ATLAS AIR INC.    ;24.171;13.954;37.761;35.582;67.974;62.061;74.850;125.934;153.758;139.540
CENTURION AIR CARGO;DE SANTIAGO;A BUENOS AIRES    ;0;0;0;0;0;0;51;1.103;0;46
 ; ;A LIMA            ;0;0;0;0;0;0;1.646;1.640;500;149
 ; ;A CURITIBA        ;0;0;0;0;0;0;0;0;122;0
 ; ;A MANAUS, BRASIL  ;0;0;0;0;0;0;0;0;373;0
 ; ;A MONTEVIDEO      ;0;0;0;0;0;0;0;53;55;0
 ; ;A LATACUNGA       ;0;0;0;0;0;0;0;280;203;0
 ; ;A MANTA           ;0;0;0;0;0;0;0;0;0;1.353
 ; ;A QUITO           ;0;0;0;0;0;0;109;0;0;0
 ; ;A BOGOTA          ;0;0;0;0;0;0;891;632;291;0
 ; ;A CARACAS         ;0;0;0;0;0;0;0;0;0;753
 ; ;A MARACAIBO, VEZ. ;0;0;0;0;0;0;0;0;390;0
 ; ;A PORLAMAR, VEZ.  ;0;0;0;0;0;0;0;0;476;0
 ; ;A BARBADOS        ;0;0;0;0;0;0;0;495;0;0
 ; ;A C.DE PANAMA     ;0;0;0;0;0;0;0;0;0;380
 ; ;A MIAMI           ;0;0;0;0;69.824;93.295;80.061;77.314;48.129;30.432
 ;DE IQUIQUE;A MIAMI           ;0;0;0;0;0;0;0;5.352;0;0
TOTAL;INTERNACIONAL DE;CENTURION AIR CARGO;0;0;0;0;69.824;93.295;82.758;86.869;50.539;33.113
DELTA AIRLINES    ;DE SANTIAGO;A BUENOS AIRES    ;0;0;0;0;0;0;20;0;26;0
 ; ;A ATLANTA         ;36.023;31.386;40.449;60.475;50.510;52.521;80.048;92.332;88.763;59.782
 ; ;A DALLAS, US.     ;0;0;80;0;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;DELTA AIRLINES    ;36.023;31.386;40.529;60.475;50.510;52.521;80.068;92.332;88.789;59.782
POLAR AIR CARGO   ;DE SANTIAGO;A LIMA            ;0;18;271;260;0;0;0;0;0;0
 ; ;A MANAUS, BRASIL  ;0;0;0;20;0;0;0;0;0;0
 ; ;A SAO PAULO       ;24;0;0;108;0;0;0;0;0;0
 ; ;A BELIZE          ;0;0;1;0;0;0;0;0;0;0
 ; ;A ATLANTA         ;443;18;4;37;0;0;0;0;0;0
 ; ;A CHICAGO         ;0;0;0;111;0;0;0;0;0;0
 ; ;A LOS ANGELES     ;0;4.488;4.772;0;0;0;0;0;0;0
 ; ;A MIAMI           ;72.173;80.176;96.188;66.021;0;0;0;0;0;0
 ; ;A ORLANDO, US.    ;4.837;1.661;1.072;20;0;0;0;0;0;0
 ; ;A FRANKFURT       ;0;0;0;166;0;0;0;0;0;0
 ; ;A AMSTERDAM       ;85;0;17;311;0;0;0;0;0;0
 ; ;A INCHEON         ;0;3;0;405;0;0;0;0;0;0
 ; ;A SEUL            ;3.243;0;0;0;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;POLAR AIR CARGO   ;80.805;86.364;102.325;67.459;0;0;0;0;0;0
UNITED AIRLINES   ;DE SANTIAGO;A HOUSTON         ;0;0;0;0;0;0;0;0;0;1.392
TOTAL;INTERNACIONAL DE;UNITED AIRLINES   ;0;0;0;0;0;0;0;0;0;1.392
TOTALES;LINEAS AEREAS;NORTEAMERICANAS   ;215.367;205.817;268.353;252.332;272.680;272.311;304.123;384.654;375.871;321.528
LUFTHANSA         ;DE SANTIAGO;A BUENOS AIRES    ;201;0;0;0;0;0;0;0;0;0
 ; ;A BRASILIA        ;0;30;0;0;0;0;0;0;0;0
 ; ;A SAO PAULO       ;1.240;431;0;0;0;0;0;0;0;0
 ; ;A FRANKFURT       ;18.789;5.801;0;0;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;LUFTHANSA         ;20.230;6.262;0;0;0;0;0;0;0;0
AIR COMET         ;DE SANTIAGO;A MADRID          ;0;0;3.137;2.246;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;AIR COMET         ;0;0;3.137;2.246;0;0;0;0;0;0
AIR EUROPA        ;DE SANTIAGO;A SALVADOR BAHIA  ;0;0;0;0;0;0;0;0;0;769
TOTAL;INTERNACIONAL DE;AIR EUROPA        ;0;0;0;0;0;0;0;0;0;769
AIR MADRID        ;DE SANTIAGO;A BUENOS AIRES    ;0;4;0;0;0;0;0;0;0;0
 ; ;A FORTALEZA       ;0;444;0;0;0;0;0;0;0;0
 ; ;A BARCELONA ESP.  ;1;0;0;0;0;0;0;0;0;0
 ; ;A MADRID          ;2.668;3.083;0;0;0;0;0;0;0;0
 ; ;A TENERIFE        ;225;37;0;0;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;AIR MADRID        ;2.894;3.568;0;0;0;0;0;0;0;0
IBERIA            ;DE SANTIAGO;A MADRID          ;35.483;42.529;46.359;43.781;43.989;45.284;41.689;25.179;34.130;26.665
TOTAL;INTERNACIONAL DE;IBERIA            ;35.483;42.529;46.359;43.781;43.989;45.284;41.689;25.179;34.130;26.665
AIR FRANCE        ;DE SANTIAGO;A BUENOS AIRES    ;776;431;260;0;0;0;0;0;0;0
 ; ;A SAO PAULO       ;595;0;235;502;236;0;0;0;0;0
 ; ;A PARIS           ;28.148;26.551;36.095;29.787;34.989;30.638;32.049;30.215;29.673;24.649
TOTAL;INTERNACIONAL DE;AIR FRANCE        ;29.519;26.982;36.590;30.289;35.225;30.638;32.049;30.215;29.673;24.649
CARGOLUX AIRLINES ;DE SANTIAGO;A LATACUNGA       ;705;452;1.348;1.509;445;0;0;0;0;49
 ; ;A QUITO           ;0;0;0;0;78;200;0;0;0;0
 ; ;A BOGOTA          ;598;973;916;977;1.140;843;0;0;0;0
 ; ;A AGUADILLA, P.R. ;0;0;0;0;0;0;0;0;0;5
 ; ;A CHICAGO         ;0;0;0;321;0;0;0;0;0;0
 ; ;A MIAMI           ;0;0;0;0;0;706;0;0;762;0
 ; ;A HANOVER         ;0;0;0;0;0;0;0;0;0;1.035
 ; ;A LUXEMBURGO      ;5.704;4.266;5.548;3.350;5.859;3.014;0;0;5.811;20.943
 ; ;A MAASTRICHT  HOL.;0;0;0;0;0;0;0;0;0;285
 ;DE IQUIQUE;A MIAMI           ;0;0;0;0;0;0;0;0;1.923;0
 ; ;A HANOVER         ;0;0;0;0;0;0;476;0;0;0
TOTAL;INTERNACIONAL DE;CARGOLUX AIRLINES ;7.007;5.691;7.812;6.157;7.522;4.763;476;0;8.496;22.317
SWISSAIR          ;DE SANTIAGO;A SAO PAULO       ;0;1.373;4.734;4.308;1.378;0;0;0;0;0
 ; ;A ZURICH          ;0;7.296;11.930;10.581;1.988;0;0;0;0;0
TOTAL;INTERNACIONAL DE;SWISSAIR          ;0;8.669;16.664;14.889;3.366;0;0;0;0;0
K.L.M.            ;DE SANTIAGO;A BUENOS AIRES    ;0;0;0;0;0;0;0;0;0;156
 ; ;A AMSTERDAM       ;0;0;0;0;0;0;0;0;0;3.575
TOTAL;INTERNACIONAL DE;K.L.M.            ;0;0;0;0;0;0;0;0;0;3.731
MARTINAIR HOLLAND ;DE SANTIAGO;A LIMA            ;0;0;0;0;0;0;0;0;0;52
 ; ;A SUCRE, BOL.     ;0;0;0;0;0;0;0;0;50;0
 ; ;A GUAYAQUIL       ;0;0;6;204;439;441;312;323;41;0
 ; ;A QUITO           ;0;0;52;205;664;880;1.533;1.435;1.153;1.340
 ; ;A BOGOTA          ;0;0;3.277;926;241;855;2.708;2.155;1.191;1.254
 ; ;A SAN JUAN, P.R.  ;0;0;0;3;0;0;0;0;0;0
 ; ;A MIAMI           ;0;0;49;41;562;329;27;1.600;2.099;2.278
 ; ;A AMSTERDAM       ;3.608;2.747;3.414;2.671;5.102;6.340;2.006;2.652;5.653;10.120
TOTAL;INTERNACIONAL DE;MARTINAIR HOLLAND ;3.608;2.747;6.798;4.050;7.008;8.845;6.586;8.165;10.187;15.044
TOTALES;LINEAS AEREAS;EUROPEAS          ;98.741;96.448;117.360;101.412;97.110;89.530;80.800;63.559;82.486;93.175
QANTAS AIRWAYS    ;DE SANTIAGO;A SYDNEY          ;0;0;0;0;0;0;0;0;0;7.114
TOTAL;INTERNACIONAL DE;QANTAS AIRWAYS    ;0;0;0;0;0;0;0;0;0;7.114
TOTALES;LINEAS AEREAS;PACIFICO SUR      ;0;0;0;0;0;0;0;0;0;7.114
TOTAL;GENERAL;DE DATOS;903.117;851.942;1.030.436;973.176;804.508;855.689;888.056;1.010.512;994.328;1.003.959
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
TRAFICO INTERNACIONAL CON RELACION A CHILE;;;;;;;;;;;;
TRAFICO POR OPERADOR POR PARES DE CIUDADES;;;;;;;;;;;;
TONELADAS DE CARGA-KILOMETROS (en Miles) TOTALES (Llegadas+Salidas) CON CHILE;;;;;;;;;;;;
;;;;;;;;;;;;
OPERADOR;CIUDAD;CIUDAD;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014
PAL AIRLINES;SANTIAGO CON;BUENOS AIRES    ;0;0;0;0;0;0;106;0;0;0
 ; ;VARADERO        ;0;0;0;0;0;0;0;0;0;43
 ; ;PUNTA CANA, R.D.;0;0;0;0;0;0;0;0;0;178
 ; ;CANCUN, MEX.    ;0;0;0;0;0;0;0;0;0;243
TOTAL;INTERNACIONAL DE;PAL AIRLINES;0;0;0;0;0;0;106;0;0;464
LAN CARGO            ;SANTIAGO CON;BUENOS AIRES    ;1.377;2.596;3.272;2.432;3.710;4.556;5.309;5.856;5.115;4.141
 ; ;CORDOBA         ;0;0;0;0;5;0;0;0;0;0
 ; ;TUCUMAN         ;0;0;0;0;33;27;0;0;34;0
 ; ;LIMA            ;1.954;2.323;2.630;2.881;2.106;2.797;1.907;2.285;1.882;1.445
 ; ;SANTA CRUZ, BOL.;0;0;0;0;0;22;0;31;0;0
 ; ;BELO HORIZONTE  ;0;0;154;0;0;0;0;0;0;0
 ; ;BRASILIA        ;0;0;0;0;0;0;0;0;0;79
 ; ;CURITIBA        ;0;0;0;0;6;0;0;251;104;2
 ; ;MANAUS, BRASIL  ;0;1.185;696;264;149;0;0;160;204;0
 ; ;PORTO ALEGRE    ;0;122;75;553;113;59;3;8;0;0
 ; ;RIO DE JANEIRO  ;0;118;293;119;43;181;140;0;254;0
 ; ;SAO PAULO       ;0;1.962;3.991;6.544;8.960;13.734;8.047;7.233;12.875;28.614
 ; ;VITORIA, BRA.   ;0;110;1;1;0;0;0;0;0;0
 ; ;ASUNCION        ;18;27;61;137;75;180;246;156;206;212
 ; ;CIUDAD DEL ESTE ;0;0;0;0;0;0;32;9;0;63
 ; ;MONTEVIDEO      ;1.956;2.956;3.061;3.128;1.340;2.787;2.772;2.244;1.357;2.138
 ; ;GUAYAQUIL       ;0;8;368;313;270;32;249;45;2;72
 ; ;QUITO           ;0;65;146;1.326;1.220;702;1.579;1.225;2.821;1.473
 ; ;BOGOTA          ;0;0;0;0;0;0;59;1;4.736;6.643
 ; ;MEDELLIN        ;0;0;0;0;0;38;0;0;0;293
 ; ;CARACAS         ;0;0;6.245;10.087;2.979;4.721;4.178;5.272;497;111
 ; ;VALENCIA VEN.   ;0;0;0;0;0;41;742;490;138;0
 ; ;BARBADOS        ;0;221;0;0;0;0;0;0;0;0
 ; ;C.DE PANAMA     ;0;0;0;118;834;596;0;168;0;123
 ; ;SANTO DOMINGO   ;62;0;0;0;0;0;0;0;0;0
 ; ;PTO.ESPA_A TyT. ;0;0;0;0;0;28;0;0;0;0
 ; ;C. DE MEXICO    ;0;0;0;0;0;0;0;142;0;0
 ; ;CALGARY         ;0;0;0;0;0;91;0;432;0;0
 ; ;REGINA          ;0;419;244;0;0;0;0;0;0;0
 ; ;WINNIPEG        ;0;0;162;248;165;0;646;0;0;0
